,userID,itemID,rating,timestamp
295,123.0,427.0,3.0,879873020.0
296,119.0,222.0,5.0,874775311.0
297,158.0,177.0,4.0,880134407.0
298,222.0,118.0,4.0,877563802.0
299,302.0,322.0,2.0,879436875.0
300,279.0,501.0,3.0,875308843.0
301,301.0,79.0,5.0,882076403.0
302,181.0,3.0,2.0,878963441.0
303,201.0,695.0,1.0,884140115.0
304,13.0,198.0,3.0,881515193.0
305,1.0,189.0,3.0,888732928.0
306,145.0,237.0,5.0,875270570.0
307,23.0,385.0,4.0,874786462.0
308,201.0,767.0,4.0,884114505.0
309,296.0,705.0,5.0,884197193.0
310,42.0,546.0,3.0,881105817.0
311,33.0,872.0,3.0,891964230.0
312,301.0,554.0,3.0,882078830.0
313,16.0,64.0,5.0,877720297.0
314,95.0,135.0,3.0,879197562.0
315,154.0,357.0,4.0,879138713.0
316,77.0,484.0,5.0,884733766.0
317,296.0,508.0,5.0,884196584.0
318,302.0,303.0,2.0,879436785.0
319,244.0,673.0,3.0,880606667.0
320,222.0,77.0,4.0,878183616.0
321,13.0,215.0,5.0,882140588.0
322,16.0,705.0,5.0,877722736.0
323,270.0,452.0,4.0,876956264.0
324,145.0,15.0,2.0,875270655.0
325,187.0,64.0,5.0,879465631.0
326,200.0,304.0,5.0,876041644.0
327,170.0,749.0,5.0,887646170.0
328,101.0,829.0,3.0,877136138.0
329,184.0,218.0,3.0,889909840.0
330,128.0,204.0,4.0,879967478.0
331,181.0,1295.0,1.0,878961781.0
332,184.0,153.0,3.0,889911285.0
333,1.0,33.0,4.0,878542699.0
334,1.0,160.0,4.0,875072547.0
335,184.0,321.0,5.0,889906967.0
336,54.0,595.0,3.0,880937813.0
337,94.0,343.0,4.0,891725009.0
338,128.0,508.0,4.0,879967767.0
339,23.0,323.0,2.0,874784266.0
340,301.0,227.0,3.0,882077222.0
341,301.0,191.0,3.0,882075672.0
342,112.0,903.0,1.0,892440172.0
343,82.0,183.0,3.0,878769848.0
344,222.0,724.0,3.0,878181976.0
345,218.0,430.0,3.0,877488316.0
346,308.0,1197.0,4.0,887739521.0
347,303.0,134.0,5.0,879467959.0
348,133.0,751.0,3.0,890588547.0
349,215.0,212.0,2.0,891435680.0
350,69.0,256.0,5.0,882126156.0
351,254.0,662.0,4.0,887347350.0
352,276.0,2.0,4.0,874792436.0
353,104.0,984.0,1.0,888442575.0
354,63.0,1067.0,3.0,875747514.0
355,267.0,410.0,4.0,878970785.0
356,13.0,56.0,5.0,881515011.0
357,240.0,879.0,3.0,885775745.0
358,286.0,237.0,2.0,875806800.0
359,294.0,271.0,5.0,889241426.0
360,90.0,1086.0,4.0,891384424.0
361,18.0,26.0,4.0,880129731.0
362,92.0,229.0,3.0,875656201.0
363,308.0,649.0,4.0,887739292.0
364,144.0,89.0,3.0,888105691.0
365,191.0,302.0,4.0,891560253.0
366,59.0,951.0,3.0,888206409.0
367,200.0,96.0,5.0,884129409.0
368,16.0,197.0,5.0,877726146.0
369,61.0,678.0,3.0,892302309.0
370,271.0,199.0,4.0,885848448.0
371,271.0,709.0,3.0,885849325.0
372,142.0,169.0,5.0,888640356.0
373,275.0,597.0,3.0,876197678.0
374,222.0,151.0,3.0,878182109.0
375,87.0,40.0,3.0,879876917.0
376,207.0,258.0,4.0,877879172.0
377,272.0,1393.0,2.0,879454663.0
378,177.0,333.0,4.0,880130397.0
379,207.0,1115.0,2.0,879664906.0
380,299.0,577.0,3.0,889503806.0
381,271.0,378.0,4.0,885849447.0
382,305.0,425.0,4.0,886324486.0
383,49.0,959.0,2.0,888068912.0
384,94.0,1224.0,3.0,891722802.0
385,130.0,1017.0,3.0,874953895.0
386,10.0,175.0,3.0,877888677.0
387,203.0,321.0,3.0,880433418.0
388,191.0,286.0,4.0,891560842.0
389,43.0,323.0,3.0,875975110.0
390,21.0,558.0,5.0,874951695.0
391,197.0,96.0,5.0,891409839.0
392,13.0,344.0,2.0,888073635.0
393,194.0,66.0,3.0,879527264.0
394,234.0,206.0,4.0,892334543.0
395,308.0,402.0,4.0,887740700.0
396,308.0,640.0,4.0,887737036.0
397,269.0,522.0,5.0,891447773.0
398,94.0,265.0,4.0,891721889.0
399,268.0,62.0,3.0,875310824.0
400,272.0,12.0,5.0,879455254.0
401,121.0,291.0,3.0,891390477.0
402,296.0,20.0,5.0,884196921.0
403,134.0,286.0,3.0,891732334.0
404,180.0,462.0,5.0,877544218.0
405,234.0,612.0,3.0,892079140.0
406,104.0,117.0,2.0,888465972.0
407,38.0,758.0,1.0,892434626.0
408,269.0,845.0,1.0,891456255.0
409,7.0,163.0,4.0,891353444.0
410,234.0,1451.0,3.0,892078343.0
411,275.0,405.0,2.0,876197645.0
412,52.0,250.0,3.0,882922661.0
413,102.0,823.0,3.0,888801465.0
414,13.0,186.0,4.0,890704999.0
415,178.0,731.0,4.0,882827532.0
416,236.0,71.0,3.0,890116671.0
417,256.0,781.0,5.0,882165296.0
418,263.0,176.0,5.0,891299752.0
419,244.0,186.0,3.0,880605697.0
420,279.0,1181.0,4.0,875314001.0
421,43.0,815.0,4.0,883956189.0
422,83.0,78.0,2.0,880309089.0
423,151.0,197.0,5.0,879528710.0
424,254.0,436.0,2.0,886474216.0
425,109.0,631.0,3.0,880579371.0
426,297.0,716.0,3.0,875239422.0
427,249.0,188.0,4.0,879641067.0
428,144.0,699.0,4.0,888106106.0
429,301.0,604.0,4.0,882075994.0
430,64.0,392.0,3.0,889737542.0
431,92.0,501.0,2.0,875653665.0
432,222.0,97.0,4.0,878181739.0
433,268.0,436.0,3.0,875310745.0
434,293.0,135.0,5.0,888905550.0
435,213.0,173.0,5.0,878955442.0
436,160.0,460.0,2.0,876861185.0
437,13.0,498.0,4.0,882139901.0
438,59.0,715.0,5.0,888205921.0
439,5.0,17.0,4.0,875636198.0
440,125.0,163.0,5.0,879454956.0
441,174.0,315.0,5.0,886432749.0
442,114.0,505.0,3.0,881260203.0
443,213.0,515.0,4.0,878870518.0
444,23.0,196.0,2.0,874786926.0
445,128.0,15.0,4.0,879968827.0
446,239.0,56.0,4.0,889179478.0
447,181.0,279.0,1.0,878962955.0
448,291.0,80.0,4.0,875086354.0
449,250.0,238.0,4.0,878089963.0
450,201.0,649.0,3.0,884114275.0
451,60.0,60.0,5.0,883327734.0
452,181.0,325.0,2.0,878961814.0
453,119.0,407.0,3.0,887038665.0
454,287.0,1.0,5.0,875334088.0
455,216.0,228.0,3.0,880245642.0
456,216.0,531.0,4.0,880233810.0
457,203.0,471.0,4.0,880434463.0
458,92.0,587.0,3.0,875660408.0
459,13.0,892.0,3.0,882774224.0
460,213.0,176.0,4.0,878956338.0
461,286.0,288.0,5.0,875806672.0
462,117.0,1047.0,2.0,881009697.0
463,99.0,111.0,1.0,885678886.0
464,11.0,558.0,3.0,891904214.0
465,65.0,47.0,2.0,879216672.0
466,295.0,194.0,4.0,879517412.0
467,269.0,217.0,2.0,891451610.0
468,85.0,259.0,2.0,881705026.0
469,250.0,596.0,5.0,878089921.0
470,137.0,144.0,5.0,881433689.0
471,201.0,960.0,2.0,884112077.0
472,257.0,137.0,4.0,882049932.0
473,111.0,328.0,4.0,891679939.0
474,91.0,480.0,4.0,891438875.0
475,215.0,211.0,4.0,891436202.0
476,181.0,938.0,1.0,878961586.0
477,189.0,1060.0,5.0,893264301.0
478,1.0,20.0,4.0,887431883.0
479,303.0,404.0,4.0,879468375.0
480,299.0,305.0,3.0,879737314.0
481,187.0,210.0,4.0,879465242.0
482,222.0,278.0,2.0,877563913.0
483,214.0,568.0,4.0,892668197.0
484,293.0,770.0,3.0,888906655.0
485,285.0,191.0,4.0,890595859.0
486,303.0,252.0,3.0,879544791.0
487,96.0,156.0,4.0,884402860.0
488,72.0,1110.0,3.0,880037334.0
489,115.0,1067.0,4.0,881171009.0
490,7.0,430.0,3.0,891352178.0
491,116.0,350.0,3.0,886977926.0
492,73.0,480.0,4.0,888625753.0
493,269.0,246.0,5.0,891457067.0
494,263.0,419.0,5.0,891299514.0
495,70.0,431.0,3.0,884150257.0
496,221.0,475.0,4.0,875244204.0
497,72.0,182.0,5.0,880036515.0
498,25.0,357.0,4.0,885852757.0
499,290.0,50.0,5.0,880473582.0
500,189.0,526.0,4.0,893266205.0
501,299.0,303.0,3.0,877618584.0
502,264.0,294.0,3.0,886121516.0
503,200.0,365.0,5.0,884129962.0
504,187.0,135.0,4.0,879465653.0
505,184.0,187.0,4.0,889909024.0
506,63.0,289.0,2.0,875746985.0
507,13.0,229.0,4.0,882397650.0
508,298.0,486.0,3.0,884183063.0
509,235.0,185.0,4.0,889655435.0
510,62.0,712.0,4.0,879376178.0
511,246.0,94.0,2.0,884923505.0
512,54.0,742.0,5.0,880934806.0
513,63.0,762.0,3.0,875747688.0
514,11.0,732.0,3.0,891904596.0
515,92.0,168.0,4.0,875653723.0
516,8.0,550.0,3.0,879362356.0
517,307.0,174.0,4.0,879283480.0
518,303.0,200.0,4.0,879468459.0
519,256.0,849.0,2.0,882164603.0
520,72.0,54.0,3.0,880036854.0
521,164.0,406.0,2.0,889402389.0
522,117.0,150.0,4.0,880125101.0
523,224.0,77.0,4.0,888103872.0
524,193.0,869.0,3.0,889127811.0
525,94.0,184.0,2.0,891720862.0
526,281.0,338.0,2.0,881200457.0
527,130.0,109.0,3.0,874953794.0
528,128.0,371.0,1.0,879966954.0
529,94.0,720.0,1.0,891723593.0
530,182.0,845.0,3.0,885613067.0
531,129.0,873.0,1.0,883245452.0
532,254.0,229.0,4.0,886474580.0
533,64.0,381.0,4.0,879365491.0
534,151.0,176.0,2.0,879524293.0
535,45.0,25.0,4.0,881014015.0
536,193.0,879.0,3.0,889123257.0
537,276.0,922.0,4.0,889174849.0
538,276.0,57.0,3.0,874787526.0
539,234.0,187.0,4.0,892079140.0
540,181.0,306.0,1.0,878962006.0
541,21.0,370.0,1.0,874951293.0
542,293.0,249.0,3.0,888905229.0
543,264.0,721.0,5.0,886123656.0
544,10.0,611.0,5.0,877886722.0
545,197.0,346.0,3.0,891409070.0
546,276.0,142.0,3.0,874792945.0
547,308.0,427.0,4.0,887736584.0
548,221.0,943.0,4.0,875246759.0
549,131.0,126.0,4.0,883681514.0
550,268.0,824.0,2.0,876518557.0
551,109.0,8.0,3.0,880572642.0
552,198.0,58.0,3.0,884208173.0
553,230.0,680.0,4.0,880484286.0
554,181.0,741.0,1.0,878962918.0
555,192.0,1061.0,4.0,881368891.0
556,234.0,448.0,3.0,892335501.0
557,90.0,900.0,4.0,891382309.0
558,193.0,941.0,4.0,889124890.0
559,128.0,603.0,5.0,879966839.0
560,126.0,905.0,2.0,887855283.0
561,244.0,265.0,4.0,880606634.0
562,90.0,289.0,3.0,891382310.0
563,157.0,25.0,3.0,886890787.0
564,305.0,71.0,3.0,886323684.0
565,119.0,382.0,5.0,874781742.0
566,21.0,222.0,2.0,874951382.0
567,231.0,181.0,4.0,888605273.0
568,280.0,508.0,3.0,891700453.0
569,288.0,132.0,3.0,886374129.0
570,301.0,33.0,4.0,882078228.0
571,72.0,699.0,3.0,880036783.0
572,90.0,259.0,2.0,891382392.0
573,308.0,55.0,3.0,887738760.0
574,59.0,742.0,3.0,888203053.0
575,94.0,744.0,4.0,891721462.0
576,130.0,642.0,4.0,875216933.0
577,26.0,1015.0,3.0,891352136.0
578,56.0,121.0,5.0,892679480.0
579,82.0,508.0,2.0,884714249.0
580,62.0,12.0,4.0,879373613.0
581,276.0,40.0,3.0,874791871.0
582,181.0,1015.0,1.0,878963121.0
583,152.0,301.0,3.0,880147407.0
584,178.0,845.0,4.0,882824291.0
585,217.0,597.0,4.0,889070087.0
586,79.0,303.0,4.0,891271203.0
587,138.0,484.0,4.0,879024127.0
588,308.0,81.0,5.0,887737293.0
589,75.0,284.0,2.0,884050393.0
590,269.0,198.0,4.0,891447062.0
591,307.0,94.0,3.0,877122695.0
592,222.0,781.0,3.0,881059677.0
593,121.0,740.0,3.0,891390544.0
594,269.0,22.0,1.0,891448072.0
595,13.0,864.0,4.0,882141924.0
596,230.0,742.0,5.0,880485043.0
597,269.0,507.0,4.0,891448800.0
598,239.0,1099.0,5.0,889179253.0
599,245.0,1028.0,5.0,888513447.0
600,56.0,546.0,3.0,892679460.0
601,295.0,961.0,5.0,879519556.0
602,271.0,1028.0,2.0,885848102.0
603,222.0,812.0,2.0,881059117.0
604,69.0,240.0,3.0,882126156.0
605,10.0,7.0,4.0,877892210.0
606,22.0,376.0,3.0,878887112.0
607,294.0,931.0,3.0,889242857.0
608,82.0,717.0,1.0,884714492.0
609,279.0,399.0,4.0,875313859.0
610,269.0,234.0,1.0,891449406.0
611,6.0,98.0,5.0,883600680.0
612,243.0,1039.0,4.0,879988184.0
613,298.0,181.0,4.0,884125629.0
614,282.0,325.0,1.0,881703044.0
615,78.0,323.0,1.0,879633567.0
616,118.0,200.0,5.0,875384647.0
617,283.0,1114.0,5.0,879297545.0
618,171.0,292.0,4.0,891034835.0
619,70.0,217.0,4.0,884151119.0
620,10.0,100.0,5.0,877891747.0
621,245.0,181.0,4.0,888513664.0
622,107.0,333.0,3.0,891264267.0
623,246.0,561.0,1.0,884923445.0
624,13.0,901.0,1.0,883670672.0
625,276.0,70.0,4.0,874790826.0
626,244.0,17.0,2.0,880607205.0
627,189.0,56.0,5.0,893265263.0
628,226.0,242.0,5.0,883888671.0
629,62.0,1016.0,4.0,879373008.0
630,276.0,417.0,4.0,874792907.0
631,214.0,478.0,4.0,891544052.0
632,306.0,235.0,4.0,876504354.0
633,222.0,26.0,3.0,878183043.0
634,280.0,631.0,5.0,891700751.0
635,60.0,430.0,5.0,883326122.0
636,56.0,71.0,4.0,892683275.0
637,42.0,274.0,5.0,881105817.0
638,1.0,202.0,5.0,875072442.0
639,13.0,809.0,4.0,882397582.0
640,173.0,289.0,4.0,877556988.0
641,15.0,749.0,1.0,879455311.0
642,185.0,23.0,4.0,883524249.0
643,280.0,540.0,3.0,891702304.0
644,244.0,381.0,4.0,880604077.0
645,150.0,293.0,4.0,878746946.0
646,7.0,497.0,4.0,891352134.0
647,178.0,317.0,4.0,882826915.0
648,178.0,742.0,3.0,882823833.0
649,95.0,1217.0,3.0,880572658.0
650,234.0,1462.0,3.0,892333865.0
651,97.0,222.0,5.0,884238887.0
652,109.0,127.0,2.0,880563471.0
653,117.0,268.0,5.0,880124306.0
654,269.0,705.0,2.0,891448850.0
655,130.0,1246.0,3.0,876252497.0
656,264.0,655.0,4.0,886123530.0
657,207.0,13.0,3.0,875506839.0
658,42.0,588.0,5.0,881108147.0
659,246.0,409.0,2.0,884923372.0
660,87.0,367.0,4.0,879876702.0
661,101.0,304.0,3.0,877135677.0
662,256.0,127.0,4.0,882164406.0
663,92.0,794.0,3.0,875654798.0
664,181.0,762.0,2.0,878963418.0
665,213.0,235.0,1.0,878955115.0
666,92.0,739.0,2.0,876175582.0
667,292.0,661.0,5.0,881105561.0
668,246.0,665.0,4.0,884922831.0
669,274.0,845.0,5.0,878945579.0
670,188.0,692.0,5.0,875072583.0
671,18.0,86.0,4.0,880129731.0
672,5.0,439.0,1.0,878844423.0
673,236.0,632.0,3.0,890116254.0
674,193.0,407.0,4.0,889127921.0
675,144.0,709.0,4.0,888105940.0
676,90.0,1198.0,5.0,891383866.0
677,48.0,609.0,4.0,879434819.0
678,5.0,225.0,2.0,875635723.0
679,22.0,128.0,5.0,878887983.0
680,311.0,432.0,4.0,884365485.0
681,8.0,22.0,5.0,879362183.0
682,276.0,188.0,4.0,874792547.0
683,222.0,173.0,5.0,878183043.0
684,72.0,866.0,4.0,880035887.0
685,299.0,134.0,4.0,878192311.0
686,1.0,171.0,5.0,889751711.0
687,308.0,295.0,3.0,887741461.0
688,165.0,216.0,4.0,879525778.0
689,222.0,49.0,3.0,878183512.0
690,181.0,121.0,4.0,878962623.0
691,200.0,11.0,5.0,884129542.0
692,244.0,707.0,4.0,880606243.0
693,90.0,25.0,5.0,891384789.0
694,208.0,216.0,5.0,883108324.0
